Source,Destination,Item name,Extension,Item size (bytes),Type,Status,Result category,Message,Error code,Source item ID,Destination item ID,Package number,Migration job ID,Incremental round,Task ID,Device name,Server error message
"E:\BOX\EML Structure\_Acquisitions and Investor Relations\Global\G\2. PerfectCard\2. Accounts from Perfectcard\Audit 2017\17. Creditors & Accruals\Expenses Card 17\Expense Card  2017.xlsx","https://emlpayments.sharepoint.com/sites/AIR-G/Shared Documents/G/2. PerfectCard/2. Accounts from Perfectcard/Audit 2017/17. Creditors & Accruals/Expenses Card 17/Expense Card  2017.xlsx","Expense Card  2017.xlsx",".xlsx","85396","File","Failed","PACK FAILURE","Packaging Failure:Cannot open the file","0x01410001","e97119bf-868e-5592-be5a-eedabe0f2a06","e97119bf-868e-5592-be5a-eedabe0f2a06","N/A","N/A","1","cc7f528a-294d-4952-8fdc-31946634f40e","devblue","N/A"
"E:\BOX\EML Structure\_Acquisitions and Investor Relations\Global\G\2. PerfectCard\2. Accounts from Perfectcard\Audit 2017\15. EVouchers\E-voucher rec 2017.xls","https://emlpayments.sharepoint.com/sites/AIR-G/Shared Documents/G/2. PerfectCard/2. Accounts from Perfectcard/Audit 2017/15. EVouchers/E-voucher rec 2017.xls","E-voucher rec 2017.xls",".xls","9577984","File","Failed","PACK FAILURE","Packaging Failure:Cannot open the file","0x01410001","f0b8a4f9-fc8c-5033-9440-ace871eb5ca4","f0b8a4f9-fc8c-5033-9440-ace871eb5ca4","N/A","N/A","1","cc7f528a-294d-4952-8fdc-31946634f40e","devblue","N/A"
"E:\BOX\EML Structure\_Compliance-Fraud-Regulatory-Risk\Australia\A\Clients\AccessPay\Complaint - George Newhouse\ JIRA  Amy Chadwick shared  SUPPORT-5355  AccessPay MC transactional enquiry  with you.msg","https://emlpayments.sharepoint.com/sites/CFRP-A/Shared Documents/A/Clients/AccessPay/Complaint - George Newhouse/ JIRA  Amy Chadwick shared  SUPPORT-5355  AccessPay MC transactional enquiry  with you.msg"," JIRA  Amy Chadwick shared  SUPPORT-5355  AccessPay MC transactional enquiry  with you.msg",".msg","112640","File","Failed","SCAN FAILURE","Scan File Failure:Path contains invalid characters. Valid path doesn't start or end with space. Other invalid characters are <, ?, >, *, |, "", :, \, /","0x0111000C","4ca1840f-c887-50e8-87ba-f64a255c7b3b","4ca1840f-c887-50e8-87ba-f64a255c7b3b","N/A","N/A","1","1b2a1f4d-b99f-4fb5-97c3-e782ebe10128","devblue","N/A"
"E:\BOX\EML Structure\_Compliance-Fraud-Regulatory-Risk\Australia\A\Clients\AccessPay\Complaint - George Newhouse\ JIRA  Amy Chadwick shared a search result with you.msg","https://emlpayments.sharepoint.com/sites/CFRP-A/Shared Documents/A/Clients/AccessPay/Complaint - George Newhouse/ JIRA  Amy Chadwick shared a search result with you.msg"," JIRA  Amy Chadwick shared a search result with you.msg",".msg","99840","File","Failed","SCAN FAILURE","Scan File Failure:Path contains invalid characters. Valid path doesn't start or end with space. Other invalid characters are <, ?, >, *, |, "", :, \, /","0x0111000C","8beb5669-55ca-5b39-9fdb-046fed181116","8beb5669-55ca-5b39-9fdb-046fed181116","N/A","N/A","1","1b2a1f4d-b99f-4fb5-97c3-e782ebe10128","devblue","N/A"
"E:\BOX\EML Structure\_Compliance-Fraud-Regulatory-Risk\Australia\A\Registers\Complaints Register.xlsx","https://emlpayments.sharepoint.com/sites/CFRP-A/Shared Documents/A/Registers/Complaints Register.xlsx","Complaints Register.xlsx",".xlsx","73996","File","Failed","PACK FAILURE","Packaging Failure:Cannot open the file","0x01410001","7711f67b-4715-58df-af8b-9df89ebcbe9a","7711f67b-4715-58df-af8b-9df89ebcbe9a","N/A","N/A","1","1b2a1f4d-b99f-4fb5-97c3-e782ebe10128","devblue","N/A"
"E:\BOX\EML Structure\_Compliance-Fraud-Regulatory-Risk\Australia\A\4 AML-CTF Monitoring\1 Transaction Monitoring Alerts\Australia\Pending Review\[DAILY] Direct Entry Inward - ANZ\2019-10-02-00-01-02_DirectEntryInwardsHeritage.pdf","https://emlpayments.sharepoint.com/sites/CFRP-A/Shared Documents/A/4 AML-CTF Monitoring/1 Transaction Monitoring Alerts/Australia/Pending Review/[DAILY] Direct Entry Inward - ANZ/2019-10-02-00-01-02_DirectEntryInwardsHeritage.pdf","2019-10-02-00-01-02_DirectEntryInwardsHeritage.pdf",".pdf","68553","File","Failed","PACK FAILURE","Packaging Failure:Cannot open the file","0x01410001","fe4ed904-7d4c-5554-b3c4-910ae40caa90","fe4ed904-7d4c-5554-b3c4-910ae40caa90","N/A","N/A","1","1b2a1f4d-b99f-4fb5-97c3-e782ebe10128","devblue","N/A"
"E:\BOX\EML Structure\_Compliance-Fraud-Regulatory-Risk\Australia\A\4 AML-CTF Monitoring\1 Transaction Monitoring Alerts\Australia\Pending Review\[DAILY] Direct Entry Inward - ANZ\2019-10-05-00-00-35_DirectEntryInwardsHeritage.pdf","https://emlpayments.sharepoint.com/sites/CFRP-A/Shared Documents/A/4 AML-CTF Monitoring/1 Transaction Monitoring Alerts/Australia/Pending Review/[DAILY] Direct Entry Inward - ANZ/2019-10-05-00-00-35_DirectEntryInwardsHeritage.pdf","2019-10-05-00-00-35_DirectEntryInwardsHeritage.pdf",".pdf","71168","File","Failed","PACK FAILURE","Packaging Failure:Cannot open the file","0x01410001","e16abd59-7a8c-5494-9b89-4e113c9c0a43","e16abd59-7a8c-5494-9b89-4e113c9c0a43","N/A","N/A","1","1b2a1f4d-b99f-4fb5-97c3-e782ebe10128","devblue","N/A"
"E:\BOX\EML Structure\_Compliance-Fraud-Regulatory-Risk\Australia\A\4 AML-CTF Monitoring\1 Transaction Monitoring Alerts\Australia\Pending Review\[DAILY] Direct Entry Inward - ANZ\2019-09-26-00-00-42_DirectEntryInwardsHeritage.pdf","https://emlpayments.sharepoint.com/sites/CFRP-A/Shared Documents/A/4 AML-CTF Monitoring/1 Transaction Monitoring Alerts/Australia/Pending Review/[DAILY] Direct Entry Inward - ANZ/2019-09-26-00-00-42_DirectEntryInwardsHeritage.pdf","2019-09-26-00-00-42_DirectEntryInwardsHeritage.pdf",".pdf","74469","File","Failed","PACK FAILURE","Packaging Failure:Cannot open the file","0x01410001","9a921ab7-3958-5d9f-8640-6a2d3a2873a5","9a921ab7-3958-5d9f-8640-6a2d3a2873a5","N/A","N/A","1","1b2a1f4d-b99f-4fb5-97c3-e782ebe10128","devblue","N/A"
"E:\BOX\EML Structure\_Compliance-Fraud-Regulatory-Risk\Australia\A\4 AML-CTF Monitoring\1 Transaction Monitoring Alerts\Australia\Pending Review\[DAILY] Direct Entry Inward - ANZ\2019-10-10-00-00-16_DirectEntryInwardsHeritage.pdf","https://emlpayments.sharepoint.com/sites/CFRP-A/Shared Documents/A/4 AML-CTF Monitoring/1 Transaction Monitoring Alerts/Australia/Pending Review/[DAILY] Direct Entry Inward - ANZ/2019-10-10-00-00-16_DirectEntryInwardsHeritage.pdf","2019-10-10-00-00-16_DirectEntryInwardsHeritage.pdf",".pdf","76261","File","Failed","PACK FAILURE","Packaging Failure:Cannot open the file","0x01410001","40471b11-632c-5188-abf7-470ba69dd806","40471b11-632c-5188-abf7-470ba69dd806","N/A","N/A","1","1b2a1f4d-b99f-4fb5-97c3-e782ebe10128","devblue","N/A"
"E:\BOX\EML Structure\_Compliance-Fraud-Regulatory-Risk\Australia\A\4 AML-CTF Monitoring\1 Transaction Monitoring Alerts\Australia\Pending Review\[DAILY] Direct Entry Inward - ANZ\2019-09-18-00-00-37_DirectEntryInwardsHeritage.pdf","https://emlpayments.sharepoint.com/sites/CFRP-A/Shared Documents/A/4 AML-CTF Monitoring/1 Transaction Monitoring Alerts/Australia/Pending Review/[DAILY] Direct Entry Inward - ANZ/2019-09-18-00-00-37_DirectEntryInwardsHeritage.pdf","2019-09-18-00-00-37_DirectEntryInwardsHeritage.pdf",".pdf","82286","File","Failed","PACK FAILURE","Packaging Failure:Cannot open the file","0x01410001","c23aeecf-c5c5-5c2a-831c-9926292397de","c23aeecf-c5c5-5c2a-831c-9926292397de","N/A","N/A","1","1b2a1f4d-b99f-4fb5-97c3-e782ebe10128","devblue","N/A"
